target,n,mean,sd,min,median,max
hr_reactivity_mean_across_matches,289,0.7980766646532379,5.8808428948769995,-15.3043371767604,-0.592935111549282,16.5665174596556
hr_peak_reactivity_mean_across_matches,289,2.275952517494179,6.263694591714093,-13.93984637475,0.983987582381035,19.826502818068
hr_gameplay_sd_mean_across_matches,289,2.0924198003610748,1.025785623791429,0.58934788188286,1.89308457604535,6.43725498395133
hr_recovery_delta_mean_across_matches,289,-2.2800346289724303,6.028041588637771,-19.2289813182882,-1.13338922110423,11.461868946026
